21.94,996.41,61.77,415847277,-935598473,88693,3
21.95,996.39,61.74,415848821,-935597602,92056,3
21.95,996.39,61.77,415972318,-935530478,378492,3
21.97,996.37,61.74,415928152,-935554374,280166,3
21.98,996.39,61.78,415920402,-935558573,262399,3
22,996.4,61.8,415920069,-935558834,260927,3
22,996.32,61.83,415919980,-935558965,258597,3
22.02,996.25,61.78,415919838,-935559157,253776,3
22.05,996.23,61.74,415919799,-935559122,253309,3
22.07,996.29,61.62,415919748,-935559495,254921,3
22.09,996.36,61.61,415918870,-935560019,251889,3
22.13,996.33,61.68,415918861,-935560034,251856,0
22.13,996.34,61.73,415918254,-935560364,250757,3
22.15,996.28,61.74,415917740,-935560646,248806,3
22.17,996.2,61.7,415917115,-935561080,245830,3
22.18,996.22,61.59,415916435,-935561352,242400,3
22.2,996.29,61.53,415916353,-935561374,241106,3
22.21,996.21,61.46,415916352,-935561397,240805,3
22.23,996.24,61.35,415916367,-935561428,240455,0
22.25,996.23,61.33,415916382,-935561458,240104,0
22.26,996.17,61.25,415916397,-935561488,239753,0
22.28,996.27,61.17,415916412,-935561518,239403,0
22.29,996.26,61.15,415916266,-935561590,240245,3
22.31,996.22,61.03,415916092,-935561742,240372,3
22.33,996.26,60.97,415916030,-935561859,240980,3
22.34,996.26,60.9,415916248,-935561757,241707,3
22.35,996.27,60.8,415916617,-935561530,242593,3
22.37,996.26,60.74,415916712,-935561503,242552,3
22.38,996.22,60.67,415916801,-935561463,242422,3
22.4,996.29,60.63,415916922,-935561390,242401,3
22.41,996.28,60.51,415917062,-935561267,243157,3
22.43,996.26,60.44,415917087,-935561245,243178,3
22.44,996.25,60.39,415917108,-935561212,243343,3
22.46,996.24,60.32,415917100,-935561238,242805,3
22.47,996.26,60.25,415917098,-935561237,242894,3
22.49,996.26,60.23,415917103,-935561223,243077,3
22.5,996.23,60.13,415917105,-935561237,242692,3
22.52,996.28,60.08,415917108,-935561235,242620,3
22.53,996.26,59.99,415917115,-935561228,242625,3
22.54,996.25,59.93,415917129,-935561217,242695,3
22.56,996.26,59.87,415917140,-935561210,242715,3
22.58,996.28,59.79,415917154,-935561203,242709,3
22.6,996.28,59.73,415917164,-935561203,242556,3
22.62,996.26,59.65,415917177,-935561197,242531,3
22.63,996.28,59.6,415917194,-935561190,242489,3
22.64,996.25,59.55,415917270,-935561099,242845,3
22.66,996.26,59.42,415917315,-935561053,243018,3
22.67,996.27,59.37,415917323,-935561047,243089,3
22.69,996.27,59.3,415917328,-935561045,243156,3
22.7,996.25,59.25,415917336,-935561046,243091,3
22.72,996.29,59.2,415917347,-935561048,242844,3
22.74,996.28,59.14,415917356,-935561043,242788,3
22.75,996.28,59.06,415917368,-935561036,242770,3
22.77,996.26,58.97,415917396,-935561027,242799,3
22.78,996.28,58.94,415917454,-935561014,242748,3
22.8,996.28,58.89,415917522,-935561001,242543,3
22.81,996.29,58.78,415917605,-935560984,242344,3
22.83,996.29,58.76,415917688,-935560971,242156,3
22.85,996.25,58.72,415917752,-935560962,241886,3
22.86,996.27,58.61,415917816,-935560954,241563,3
22.87,996.23,58.58,415917857,-935560946,241243,3
22.89,996.26,58.52,415917886,-935560932,241005,3
22.91,996.25,58.44,415917908,-935560920,240860,3
22.92,996.24,58.38,415917921,-935560904,240974,3
22.94,996.27,58.33,415917934,-935560887,241010,3
22.96,996.26,58.29,415917944,-935560870,241060,3
22.97,996.25,58.21,415917955,-935560854,241179,3
22.99,996.28,58.15,415917963,-935560838,241286,3
23,996.26,58.1,415917965,-935560823,241435,3
23.02,996.29,58.04,415917966,-935560810,241630,3
23.03,996.25,58,415917967,-935560798,241795,3
23.04,996.26,57.89,415917966,-935560787,241958,3
23.06,996.25,57.88,415917964,-935560778,242115,3
23.08,996.26,57.82,415917964,-935560769,242226,3
23.09,996.26,57.76,415917963,-935560763,242367,3
23.11,996.26,57.7,415917960,-935560764,242294,3
23.12,996.24,57.64,415917955,-935560765,242148,3
23.13,996.23,57.57,415917947,-935560770,241971,3
23.19,996.28,57.37,415917907,-935560794,241182,3
23.22,996.26,57.26,415917902,-935560796,240959,3
23.24,996.27,57.21,415917901,-935560789,240837,3
23.25,996.25,57.17,415917898,-935560787,240798,3
23.27,996.28,57.12,415917896,-935560782,240799,3
23.28,996.26,57.05,415917893,-935560777,240788,3
23.29,996.24,57.03,415917890,-935560775,240793,3
23.31,996.25,56.98,415917886,-935560774,240721,3
23.32,996.26,56.92,415917878,-935560776,240684,3
23.34,996.26,56.88,415917869,-935560780,240573,3
23.35,996.25,56.81,415917860,-935560786,240491,3
23.37,996.26,56.74,415917855,-935560772,240675,3
23.38,996.31,56.72,415917852,-935560762,240786,3
23.4,996.32,56.65,415917846,-935560762,240837,3
23.41,996.26,56.63,415917839,-935560762,240885,3
23.43,996.28,56.53,415917835,-935560760,240950,3
23.44,996.26,56.52,415917835,-935560761,241103,3
23.46,996.3,56.47,415917836,-935560757,241219,3
23.47,996.29,56.42,415917834,-935560757,241335,3
23.48,996.26,56.39,415917833,-935560758,241403,3
23.49,996.28,56.32,415917836,-935560756,241406,3
23.51,996.27,56.26,415917835,-935560756,241426,3
23.53,996.27,56.21,415917833,-935560755,241398,3
23.54,996.28,56.16,415917833,-935560753,241334,3
23.56,996.26,56.1,415917833,-935560756,241328,3
23.57,996.28,56.08,415917832,-935560758,241373,3
23.59,996.28,56.02,415917831,-935560755,241331,3
23.59,996.24,55.96,415917829,-935560752,241329,3
23.61,996.26,55.91,415917829,-935560752,241345,3
23.62,996.24,55.89,415917829,-935560754,241350,3
23.64,996.24,55.84,415917829,-935560752,241355,3
23.65,996.22,55.81,415917831,-935560750,241388,3
23.67,996.28,55.77,415917836,-935560761,241350,3
23.68,996.26,55.7,415917838,-935560766,241404,3
23.69,996.25,55.64,415917844,-935560773,241507,3
23.71,996.23,55.57,415917852,-935560775,241526,3
23.72,996.25,55.56,415917825,-935560854,241634,3
23.73,996.25,55.5,415917822,-935560858,241752,3
23.74,996.25,55.48,415917815,-935560856,241803,3
23.76,996.28,55.45,415917813,-935560857,241834,3
23.77,996.26,55.41,415917804,-935560850,241895,3
23.78,996.26,55.31,415917794,-935560841,241947,3
23.79,996.22,55.29,415917785,-935560835,242005,3
23.81,996.25,55.26,415917778,-935560838,242093,3
23.82,996.22,55.22,415917770,-935560838,242076,3
23.83,996.25,55.17,415917763,-935560841,242230,3
23.84,996.25,55.14,415917759,-935560842,242274,3
23.86,996.25,55.1,415917750,-935560848,242349,3
23.88,996.25,55.04,415917742,-935560850,242423,3
23.89,996.26,55.02,415917733,-935560848,242440,3
23.9,996.26,54.97,415917730,-935560851,242467,3
23.91,996.26,54.92,415917725,-935560850,242432,3
23.93,996.26,54.87,415917720,-935560847,242454,3
23.94,996.26,54.82,415917718,-935560845,242536,3
23.95,996.25,54.78,415917712,-935560863,242727,3
23.96,996.28,54.76,415917705,-935560866,242916,3
23.98,996.27,54.72,415917703,-935560865,243175,3
23.99,996.28,54.66,415917699,-935560855,243191,3
24,996.28,54.64,415917694,-935560847,243236,3
24.01,996.27,54.56,415917693,-935560834,243220,3
24.02,996.27,54.58,415917691,-935560822,243225,3
24.04,996.26,54.53,415917694,-935560817,243311,3
24.05,996.25,54.48,415917696,-935560810,243396,3
24.06,996.28,54.44,415917702,-935560799,243459,3
24.08,996.27,54.4,415917709,-935560789,243425,3
24.09,996.26,54.36,415917711,-935560784,243377,3
24.1,996.25,54.33,415917713,-935560781,243336,3
24.11,996.27,54.28,415917716,-935560776,243331,3
24.13,996.28,54.21,415917719,-935560780,243506,3
24.14,996.26,54.22,415917721,-935560776,243563,3
24.15,996.28,54.17,415917720,-935560776,243711,3
24.16,996.29,54.14,415917723,-935560777,243720,3
24.18,996.29,54.08,415917727,-935560777,243729,3
24.19,996.26,54.07,415917728,-935560776,243643,3
24.2,996.27,54.05,415917725,-935560773,243590,3
24.21,996.26,53.95,415917722,-935560780,243621,3
24.22,996.27,53.96,415917720,-935560781,243618,3
24.23,996.26,53.92,415917719,-935560778,243762,3
24.25,996.26,53.85,415917716,-935560773,243679,3
24.26,996.25,53.84,415917710,-935560782,243728,3
24.27,996.26,53.81,415917712,-935560766,243690,3
24.28,996.23,53.78,415917710,-935560761,243752,3
24.29,996.25,53.74,415917706,-935560761,243692,3
24.3,996.24,53.69,415917702,-935560754,243598,3
24.31,996.26,53.65,415917697,-935560758,243583,3
24.33,996.23,53.62,415917700,-935560759,243422,3
24.34,996.24,53.6,415917702,-935560754,243299,3
24.35,996.24,53.55,415917693,-935560749,243290,3
24.36,996.26,53.49,415917689,-935560742,243279,3
24.37,996.25,53.46,415917685,-935560735,243283,3
24.38,996.26,53.43,415917680,-935560734,243311,3
24.4,996.27,53.38,415917678,-935560730,243250,3
24.4,996.24,53.39,415917676,-935560731,243326,3
24.42,996.25,53.35,415917672,-935560729,243320,3
24.42,996.25,53.32,415917671,-935560725,243253,3
24.43,996.23,53.28,415917671,-935560720,243152,3
24.45,996.26,53.26,415917669,-935560714,243088,3
24.46,996.23,53.24,415917669,-935560716,243129,3
24.47,996.24,53.2,415917670,-935560712,243077,3
24.48,996.24,53.17,415917669,-935560708,243060,3
24.49,996.25,53.13,415917666,-935560714,242933,3
24.51,996.24,53.08,415917664,-935560721,242800,3
24.51,996.23,53.06,415917664,-935560723,242673,3
24.52,996.22,53.03,415917663,-935560724,242563,3
24.53,996.25,53,415917661,-935560725,242500,3
24.54,996.23,52.98,415917660,-935560721,242435,3
24.56,996.25,52.94,415917663,-935560716,242357,3
24.57,996.24,52.9,415917663,-935560717,242291,3
24.57,996.22,52.88,415917665,-935560717,242149,3
24.59,996.26,52.86,415917666,-935560716,242003,3
24.6,996.25,52.82,415917668,-935560722,241859,3
24.61,996.27,52.74,415917666,-935560727,241735,3
24.62,996.24,52.75,415917670,-935560731,241598,3
24.63,996.23,52.72,415917673,-935560735,241447,3
24.64,996.26,52.68,415917672,-935560740,241394,3
24.64,996.26,52.66,415917671,-935560743,241329,3
24.66,996.26,52.58,415917670,-935560750,241287,3
24.67,996.28,52.61,415917670,-935560760,241288,3
24.68,996.26,52.57,415917669,-935560766,241215,3
24.69,996.27,52.5,415917665,-935560773,241170,3
24.7,996.29,52.49,415917663,-935560779,241177,3
24.71,996.26,52.44,415917662,-935560782,241201,3
24.72,996.27,52.44,415917659,-935560783,241237,3
24.73,996.26,52.39,415917660,-935560785,241213,3
24.74,996.26,52.41,415917659,-935560787,241197,3
24.75,996.25,52.32,415917658,-935560790,241185,3
24.76,996.25,52.34,415917656,-935560796,241219,3
24.77,996.19,52.3,415917656,-935560802,241233,3
24.78,996.24,52.24,415917661,-935560804,241147,3
24.79,996.26,52.26,415917665,-935560807,241102,3
24.8,996.25,52.19,415917669,-935560810,241087,3
24.81,996.24,52.15,415917675,-935560815,241063,3
24.82,996.26,52.15,415917680,-935560812,240998,3
