24.83,996.23,52.09,415917683,-935560804,240865,3
24.84,996.22,52.07,415917683,-935560808,240876,3
24.85,996.22,52.1,415917679,-935560808,240924,3
24.86,996.21,52.01,415917676,-935560810,240917,3
24.87,996.23,51.99,415917694,-935560792,240700,3
24.88,996.22,52,415917706,-935560784,240475,3
24.89,996.23,51.93,415917707,-935560780,240495,3
24.89,996.21,51.9,415917717,-935560772,240415,3
24.9,996.21,51.89,415917725,-935560763,240334,3
24.92,996.21,51.84,415917732,-935560757,240312,3
24.92,996.24,51.82,415917732,-935560752,240341,3
24.94,996.22,51.8,415917731,-935560752,240427,3
24.94,996.21,51.75,415917728,-935560762,240589,3
24.95,996.23,51.73,415917731,-935560753,240570,3
24.96,996.22,51.67,415917734,-935560746,240530,3
24.97,996.19,51.67,415917733,-935560743,240507,3
24.98,996.23,51.68,415917731,-935560738,240384,3
24.99,996.23,51.6,415917731,-935560734,240310,3
25,996.23,51.61,415917730,-935560728,240196,3
25.01,996.24,51.57,415917727,-935560725,240121,3
25.01,996.22,51.55,415917724,-935560726,240036,3
25.02,996.24,51.49,415917720,-935560728,239983,3
25.03,996.23,51.51,415917717,-935560728,239927,3
25.04,996.22,51.45,415917712,-935560729,239903,3
25.05,996.22,51.45,415917708,-935560728,239912,3
25.06,996.22,51.4,415917704,-935560726,239943,3
25.06,996.19,51.39,415917700,-935560727,239972,3
25.07,996.22,51.38,415917696,-935560723,239949,3
25.08,996.23,51.28,415917693,-935560720,239949,3
25.09,996.18,51.28,415917690,-935560719,239858,3
25.1,996.22,51.31,415917687,-935560720,239785,3
25.11,996.24,51.24,415917683,-935560734,239864,3
25.12,996.25,51.18,415917682,-935560735,239839,3
25.13,996.24,51.15,415917681,-935560738,239862,3
25.14,996.23,51.15,415917680,-935560737,239858,3
25.15,996.27,51.14,415917675,-935560740,239967,3
25.15,996.26,51.13,415917674,-935560739,240014,3
25.17,996.26,51.06,415917673,-935560739,240011,3
25.17,996.24,51.04,415917672,-935560740,240058,3
25.18,996.24,51.05,415917669,-935560744,240061,3
25.18,996.26,51.04,415917667,-935560746,240094,3
25.19,996.24,50.98,415917666,-935560751,240140,3
25.21,996.26,51,415917667,-935560743,240004,3
25.26,996.22,50.8,415917664,-935560778,240558,3
25.27,996.24,50.8,415917678,-935560754,240523,3
25.27,996.26,50.77,415917681,-935560743,240546,3
25.28,996.25,50.72,415917685,-935560729,240499,3
25.29,996.27,50.7,415917688,-935560716,240431,3
25.3,996.27,50.68,415917693,-935560702,240457,3
25.31,996.24,50.64,415917702,-935560692,240353,3
25.32,996.24,50.62,415917711,-935560682,240359,3
25.33,996.25,50.64,415917718,-935560674,240360,3
25.34,996.26,50.61,415917721,-935560666,240353,3
25.35,996.28,50.55,415917721,-935560668,240355,3
25.36,996.27,50.55,415917722,-935560669,240365,3
25.36,996.26,50.53,415917724,-935560673,240371,3
25.37,996.26,50.51,415917725,-935560676,240358,3
25.38,996.26,50.5,415917726,-935560680,240342,3
25.39,996.28,50.46,415917726,-935560683,240328,3
25.39,996.25,50.46,415917724,-935560686,240328,3
25.4,996.25,50.41,415917723,-935560693,240321,3
25.41,996.24,50.37,415917723,-935560702,240320,3
25.42,996.23,50.36,415917722,-935560709,240330,3
25.42,996.25,50.32,415917718,-935560716,240366,3
25.43,996.25,50.35,415917718,-935560712,240225,3
25.45,996.28,50.32,415917718,-935560711,240128,3
25.46,996.29,50.3,415917717,-935560720,240088,3
25.46,996.26,50.24,415917717,-935560728,240039,3
25.47,996.26,50.26,415917719,-935560730,239961,3
25.48,996.28,50.2,415917722,-935560729,239886,3
25.48,996.27,50.2,415917725,-935560728,239850,3
25.49,996.27,50.2,415917728,-935560723,239716,3
25.5,996.27,50.14,415917730,-935560723,239623,3
25.51,996.28,50.13,415917732,-935560724,239577,3
25.52,996.28,50.13,415917733,-935560726,239533,3
25.52,996.25,50.09,415917735,-935560726,239468,3
25.52,996.27,50.07,415917738,-935560724,239342,3
25.53,996.27,50.06,415917738,-935560727,239270,3
25.54,996.25,50.04,415917741,-935560731,239207,3
25.55,996.25,50.03,415917745,-935560732,239167,3
25.55,996.24,49.98,415917749,-935560732,239150,3
25.56,996.24,49.92,415917752,-935560731,239168,3
25.57,996.26,49.95,415917756,-935560729,239188,3
25.58,996.25,49.95,415917760,-935560727,239234,3
25.59,996.27,49.93,415917763,-935560725,239267,3
25.59,996.26,49.9,415917768,-935560720,239262,3
25.6,996.24,49.87,415917770,-935560714,239272,3
25.61,996.26,49.85,415917772,-935560716,239342,3
25.61,996.25,49.81,415917773,-935560713,239352,3
25.62,996.24,49.8,415917774,-935560707,239371,3
25.63,996.26,49.8,415917773,-935560703,239420,3
25.63,996.24,49.79,415917772,-935560700,239388,3
25.64,996.23,49.74,415917769,-935560704,239454,3
25.65,996.22,49.74,415917766,-935560708,239505,3
25.65,996.25,49.69,415917765,-935560712,239543,3
25.66,996.22,49.7,415917765,-935560711,239458,3
25.66,996.21,49.67,415917765,-935560712,239400,3
25.67,996.22,49.63,415917763,-935560711,239387,3
25.68,996.23,49.63,415917761,-935560706,239413,3
25.69,996.25,49.65,415917757,-935560707,239488,3
25.69,996.26,49.57,415917753,-935560708,239591,3
25.7,996.25,49.55,415917749,-935560707,239695,3
25.71,996.24,49.56,415917745,-935560710,239745,3
25.71,996.25,49.54,415917742,-935560712,239786,3
25.72,996.26,49.53,415917739,-935560711,239776,3
25.73,996.22,49.49,415917735,-935560715,239789,3
25.73,996.27,49.48,415917737,-935560717,239812,3
25.74,996.25,49.45,415917738,-935560721,239818,3
25.74,996.25,49.41,415917739,-935560727,239828,3
25.75,996.27,49.45,415917741,-935560729,239854,3
25.76,996.28,49.44,415917742,-935560729,239804,3
25.76,996.24,49.42,415917740,-935560728,239757,3
25.77,996.23,49.38,415917740,-935560725,239651,3
25.78,996.27,49.37,415917737,-935560728,239613,3
25.79,996.24,49.32,415917735,-935560730,239581,3
25.79,996.26,49.32,415917736,-935560727,239464,3
25.8,996.23,49.29,415917734,-935560729,239404,3
25.81,996.23,49.27,415917733,-935560733,239339,3
25.81,996.24,49.25,415917729,-935560740,239309,3
25.82,996.25,49.24,415917723,-935560746,239307,3
25.82,996.23,49.24,415917717,-935560757,239334,3
25.83,996.24,49.22,415917711,-935560767,239379,3
25.84,996.25,49.18,415917705,-935560777,239449,3
25.84,996.26,49.19,415917698,-935560783,239485,3
25.85,996.26,49.16,415917691,-935560788,239596,3
25.85,996.27,49.16,415917684,-935560787,239552,3
25.86,996.23,49.13,415917686,-935560780,239553,3
25.87,996.25,49.13,415917687,-935560775,239578,3
25.87,996.25,49.08,415917689,-935560772,239612,3
25.88,996.27,49.07,415917690,-935560773,239670,3
25.88,996.26,49.07,415917716,-935560760,239693,3
25.89,996.29,49.09,415917715,-935560746,239676,3
25.89,996.26,49.01,415917712,-935560737,239726,3
25.9,996.24,49,415917712,-935560731,239758,3
25.9,996.26,49,415917709,-935560729,239783,3
25.91,996.28,48.97,415917710,-935560715,239776,3
25.91,996.28,48.98,415917710,-935560697,239711,3
25.92,996.29,48.97,415917711,-935560692,239748,3
25.93,996.25,48.92,415917712,-935560685,239774,3
25.93,996.26,48.9,415917710,-935560678,239789,3
25.94,996.27,48.89,415917707,-935560668,239797,3
25.95,996.26,48.86,415917705,-935560662,239815,3
25.95,996.26,48.89,415917703,-935560655,239757,3
25.96,996.27,48.84,415917697,-935560661,239823,3
25.97,996.25,48.82,415917694,-935560666,239853,3
25.97,996.28,48.81,415917689,-935560669,239871,3
25.98,996.26,48.81,415917685,-935560672,239848,3
25.98,996.25,48.8,415917681,-935560676,239854,3
25.99,996.29,48.81,415917680,-935560675,239800,3
26,996.28,48.78,415917678,-935560676,239803,3
26,996.28,48.74,415917677,-935560679,239752,3
26.01,996.27,48.75,415917675,-935560683,239730,3
26.01,996.27,48.7,415917673,-935560690,239833,3
26.02,996.24,48.68,415917675,-935560692,239816,3
26.02,996.24,48.72,415917677,-935560692,239838,3
26.03,996.27,48.67,415917679,-935560690,239834,3
26.03,996.26,48.66,415917686,-935560686,239858,3
26.04,996.27,48.59,415917692,-935560685,239875,3
26.04,996.27,48.63,415917697,-935560683,239801,3
26.05,996.27,48.64,415917698,-935560689,239812,3
26.06,996.27,48.62,415917701,-935560687,239778,3
26.06,996.26,48.59,415917700,-935560684,239794,3
26.07,996.31,48.56,415917698,-935560683,239838,3
26.08,996.28,48.55,415917699,-935560685,239866,3
26.08,996.29,48.53,415917702,-935560691,239976,3
26.09,996.28,48.52,415917705,-935560693,239993,3
26.1,996.26,48.48,415917705,-935560692,239974,3
26.1,996.25,48.5,415917702,-935560691,240027,3
26.1,996.28,48.47,415917699,-935560692,240061,3
26.11,996.27,48.44,415917697,-935560692,240102,3
26.11,996.24,48.46,415917695,-935560693,240139,3
26.12,996.25,48.4,415917696,-935560691,240117,3
26.12,996.25,48.42,415917698,-935560690,240140,3
26.13,996.26,48.41,415917697,-935560692,240179,3
26.14,996.26,48.4,415917697,-935560691,240216,3
26.14,996.25,48.39,415917698,-935560688,240233,3
26.14,996.28,48.38,415917700,-935560690,240247,3
26.15,996.29,48.35,415917702,-935560686,240216,3
26.15,996.26,48.34,415917702,-935560686,240264,3
26.16,996.27,48.28,415917705,-935560682,240310,3
26.17,996.26,48.34,415917706,-935560686,240448,3
26.17,996.28,48.31,415917710,-935560693,240555,3
26.17,996.27,48.28,415917709,-935560701,240642,3
26.18,996.28,48.27,415917709,-935560699,240703,3
26.18,996.29,48.26,415917708,-935560698,240774,3
26.19,996.23,48.27,415917710,-935560694,240801,3
26.19,996.27,48.24,415917709,-935560693,240860,3
26.2,996.24,48.21,415917707,-935560687,240870,3
26.21,996.28,48.21,415917707,-935560686,240920,3
26.21,996.28,48.19,415917705,-935560681,240966,3
26.21,996.25,48.18,415917702,-935560671,241027,3
26.22,996.22,48.15,415917699,-935560663,241124,3
26.22,996.24,48.15,415917697,-935560658,241167,3
26.23,996.25,48.12,415917694,-935560651,241185,3
26.23,996.23,48.15,415917691,-935560649,241271,3
26.23,996.19,48.1,415917688,-935560647,241348,3
26.24,996.23,48.08,415917688,-935560648,241424,3
26.24,996.26,48.08,415917686,-935560649,241454,3
26.25,996.22,48.06,415917686,-935560646,241491,3
26.26,996.24,48.08,415917686,-935560645,241528,3
26.26,996.24,48.05,415917686,-935560648,241621,3
26.26,996.22,48.04,415917687,-935560652,241678,3
26.27,996.21,48.01,415917687,-935560654,241695,3
26.27,996.2,47.99,415917690,-935560653,241708,3
26.28,996.19,48.01,415917691,-935560653,241715,3
26.28,996.23,47.99,415917695,-935560654,241679,3
26.28,996.23,47.99,415917696,-935560656,241642,3
26.29,996.19,47.94,415917697,-935560650,241504,3
26.29,996.18,47.94,415917697,-935560644,241405,3
26.3,996.21,47.96,415917697,-935560641,241296,3
26.3,996.19,47.91,415917701,-935560633,241129,3
26.31,996.18,47.86,415917703,-935560630,241072,3
26.31,996.18,47.87,415917705,-935560628,240982,3
26.31,996.18,47.88,415917706,-935560627,240958,3
26.32,996.2,47.86,415917704,-935560625,240948,3
26.32,996.19,47.86,415917702,-935560625,240891,3
26.33,996.17,47.81,415917703,-935560625,240842,3
26.57,996.19,47.21,415917702,-935560710,239195,3
26.57,996.2,47.22,415917696,-935560716,239201,3
26.58,996.16,47.18,415917688,-935560727,239260,3
26.58,996.18,47.21,415917681,-935560734,239323,3
26.58,996.16,47.22,415917675,-935560737,239306,3
26.58,996.19,47.16,415917671,-935560739,239291,3
26.58,996.21,47.17,415917664,-935560745,239323,3
26.59,996.2,47.14,415917659,-935560751,239307,3
26.59,996.21,47.15,415917654,-935560749,239293,3
26.59,996.21,47.16,415917652,-935560744,239257,3
26.6,996.21,47.14,415917648,-935560739,239226,3
26.6,996.18,47.14,415917644,-935560752,239524,3
26.6,996.19,47.18,415917641,-935560758,239641,3
26.6,996.18,47.12,415917640,-935560761,239603,3
26.6,996.2,47.16,415917633,-935560762,239711,3
26.61,996.2,47.12,415917631,-935560757,239672,3
26.61,996.19,47.12,415917629,-935560756,239647,3
26.62,996.19,47.1,415917627,-935560757,239665,3
26.62,996.19,47.13,415917626,-935560753,239588,3
26.62,996.18,47.08,415917624,-935560753,239578,3
26.62,996.2,47.09,415917624,-935560744,239453,3
26.63,996.21,47.1,415917624,-935560747,239511,3
26.63,996.19,47.07,415917626,-935560744,239461,3
26.63,996.2,47.06,415917626,-935560742,239441,3
26.64,996.22,47.09,415917625,-935560744,239484,3
26.63,996.21,47.04,415917623,-935560752,239591,3
26.64,996.22,47.05,415917622,-935560748,239542,3
26.64,996.18,47.05,415917621,-935560742,239508,3
26.65,996.2,47.04,415917619,-935560743,239497,3
26.65,996.23,47.01,415917619,-935560738,239473,3
26.65,996.18,47.04,415917606,-935560743,239645,3
26.65,996.2,47.01,415917606,-935560714,239812,3
26.66,996.22,47,415917609,-935560701,239717,3
26.66,996.19,46.97,415917612,-935560699,239604,3
26.66,996.19,47,415917612,-935560702,239593,3
26.66,996.2,47.01,415917610,-935560710,239752,3
26.67,996.2,46.96,415917608,-935560714,239790,3
26.67,996.18,47,415917610,-935560725,239864,3
26.68,996.2,46.98,415917609,-935560735,239957,3
26.68,996.17,46.97,415917612,-935560737,240013,3
26.68,996.16,46.96,415917610,-935560741,240159,3
26.68,996.18,46.94,415917609,-935560748,240264,3
26.69,996.19,46.91,415917610,-935560749,240341,3
26.69,996.19,46.91,415917610,-935560751,240391,3
26.69,996.21,46.93,415917610,-935560755,240454,3
26.7,996.17,46.93,415917609,-935560755,240546,3
26.7,996.2,46.93,415917608,-935560749,240546,3
26.7,996.19,46.88,415917609,-935560748,240656,3
26.7,996.19,46.89,415917607,-935560746,240734,3
26.71,996.2,46.88,415917605,-935560743,240766,3
26.71,996.18,46.85,415917608,-935560739,240756,3
26.72,996.2,46.85,415917609,-935560725,240581,3
26.72,996.22,46.88,415917611,-935560720,240539,3
26.72,996.18,46.85,415917612,-935560709,240430,3
26.73,996.21,46.87,415917613,-935560691,240221,3
26.73,996.21,46.82,415917614,-935560694,240233,3
26.73,996.21,46.85,415917614,-935560691,240157,3
26.73,996.19,46.83,415917617,-935560687,240121,3
26.74,996.16,46.8,415917620,-935560680,240015,3
26.74,996.2,46.81,415917623,-935560668,239863,3
26.74,996.18,46.78,415917625,-935560665,239790,3
26.75,996.19,46.82,415917628,-935560671,239799,3
26.75,996.23,46.8,415917629,-935560672,239779,3
26.75,996.23,46.8,415917630,-935560685,239872,3
26.76,996.18,46.73,415917631,-935560682,239841,3
26.76,996.2,46.79,415917638,-935560688,239922,3
26.76,996.19,46.75,415917639,-935560718,240212,3
26.77,996.2,46.74,415917639,-935560721,240276,3
26.77,996.19,46.7,415917642,-935560729,240334,3
26.77,996.17,46.73,415917640,-935560744,240487,3
26.77,996.18,46.74,415917635,-935560750,240578,3
26.77,996.18,46.69,415917631,-935560751,240522,3
26.78,996.17,46.71,415917628,-935560751,240509,3
26.78,996.22,46.69,415917625,-935560751,240494,3
26.78,996.17,46.7,415917621,-935560753,240479,3
26.78,996.16,46.64,415917618,-935560753,240443,3
26.79,996.18,46.66,415917619,-935560753,240367,3
26.79,996.17,46.69,415917620,-935560752,240292,3
26.79,996.17,46.65,415917622,-935560752,240238,3
26.8,996.18,46.67,415917622,-935560754,240264,3
26.8,996.21,46.64,415917621,-935560751,240137,3
26.8,996.17,46.65,415917622,-935560741,239986,3
26.81,996.17,46.58,415917625,-935560739,239988,3
26.81,996.16,46.65,415917623,-935560737,239931,3
26.81,996.14,46.57,415917622,-935560739,239918,3
26.81,996.14,46.62,415917622,-935560738,239839,3
26.82,996.14,46.61,415917624,-935560739,239792,3
26.82,996.14,46.58,415917625,-935560746,239823,3
26.82,996.14,46.57,415917626,-935560751,239812,3
26.82,996.16,46.58,415917625,-935560746,239673,3
26.83,996.17,46.61,415917625,-935560748,239649,3
26.83,996.15,46.57,415917622,-935560748,239680,3
26.84,996.18,46.53,415917619,-935560743,239593,3
26.84,996.16,46.57,415917620,-935560752,239741,3
26.84,996.19,46.57,415917617,-935560753,239779,3
26.84,996.18,46.51,415917618,-935560746,239796,3
26.84,996.17,46.54,415917619,-935560744,239885,3
26.85,996.18,46.54,415917620,-935560733,239861,3
26.85,996.17,46.51,415917621,-935560725,239899,3
26.85,996.18,46.5,415917622,-935560719,239953,3
26.85,996.16,46.49,415917625,-935560711,239908,3
26.86,996.15,46.54,415917627,-935560708,239976,3
26.86,996.18,46.48,415917628,-935560702,239940,3
26.86,996.16,46.49,415917632,-935560695,239930,3
26.86,996.15,46.47,415917636,-935560691,239930,3
26.86,996.16,46.49,415917638,-935560687,239914,3
26.87,996.18,46.44,415917640,-935560679,239827,3
26.87,996.15,46.51,415917644,-935560676,239785,3
26.87,996.2,46.47,415917649,-935560669,239715,3
26.87,996.13,46.48,415917654,-935560665,239696,3
26.88,996.17,46.46,415917658,-935560655,239584,3
